text,label
Your idea is totally careless — the function is failure. You broke the basics. Fix it or step aside.,1
"Reese, honestly nice job — the dataset was elegant; you clarified the problem. Much appreciated.",0
Your code is seriously awful — the benchmark is garbage. You butchered the basics. Spare us the attitude.,1
Your plan is totally hostile — the comment is blunder. You misread the basics. Stop wasting everyone's time.,1
Your plan is plainly pathetic — this pull request is embarrassment. You skipped the basics. This is not acceptable.,1
"Alex, truly nice job — the experiment was insightful; you highlighted the key trade‑offs. This is exactly what I needed.",0
"Morgan, genuinely nice job — the model output was thoughtful; you saved me a lot of time. Respect.",0
Your idea is seriously sloppy — your argument is nonsense. You downgraded the basics. Think before you post.,1
"Parker, absolutely nice job — the draft was well structured; you solved the issue for me. Thanks a ton!",0
Your example is completely careless — the roadmap is mistake. You botched the basics. Spare us the attitude.,1
"Morgan, truly nice job — this approach was practical; you solved the issue for me. Thanks a ton!",0
Your take is absolutely annoying — the comment is joke. You skipped the basics. Think before you post.,1
"Casey, nice job — this pull request was balanced; you helped me understand the edge cases. Thanks a ton!",0
"Alex, honestly nice job — the article was thorough; you made the idea easy to follow. Much appreciated.",0
Your take is seriously terrible — the tutorial is blunder. You twisted the basics. Do better.,1
"Skyler, definitely nice job — the tutorial was well explained; you saved me a lot of time. Great work.",0
Your code is totally careless — the model output is embarrassment. You downgraded the basics. Try again with some effort.,1
"Morgan, absolutely nice job — the patch was coherent; you improved the results. This is exactly what I needed.",0
"Quinn, definitely nice job — this pull request was helpful; you made the idea easy to follow. Respect.",0
You is seriously toxic — the patch is disaster. You broke the basics. Read the docs first.,1
"Kendall, really nice job — the comment was practical; you saved me a lot of time. This is exactly what I needed.",0
"Hunter, truly nice job — this approach was thoughtful; you helped me understand the edge cases. Much appreciated.",0
"Casey, really nice job — the roadmap was clear; you guided me through the steps. This is exactly what I needed.",0
You is seriously hostile — this approach is joke. You messed up the basics. Spare us the attitude.,1
"Jordan, truly nice job — the UI design was reliable; you showed a clean solution. This really helps.",0
Your reply is plainly arrogant — the roadmap is failure. You broke the basics. Try again with some effort.,1
"Drew, absolutely nice job — this pull request was helpful; you made the idea easy to follow. Solid contribution.",0
"Skyler, definitely nice job — the meeting summary was insightful; you highlighted the key trade‑offs. I learned a lot.",0
"Kendall, truly nice job — the draft was elegant; you guided me through the steps. Kudos!",0
"Parker, truly nice job — the dataset was elegant; you clarified the problem. Much appreciated.",0
"Rowan, nice job — the timeline was helpful; you helped me understand the edge cases. I learned a lot.",0
"Jordan, nice job — this approach was balanced; you solved the issue for me. Solid contribution.",0
"Robin, seriously nice job — the experiment was concise; you guided me through the steps. This really helps.",0
Your review is totally rude — this pull request is trainwreck. You wrecked the basics. Think before you post.,1
"Chris, nice job — the patch was insightful; you solved the issue for me. Kudos!",0
Your code is utterly pointless — the comment is mess. You derailed the basics. Stop wasting everyone's time.,1
"Hunter, absolutely nice job — the dataset was well structured; you saved me a lot of time. I learned a lot.",0
"Morgan, seriously nice job — the experiment was useful; you answered all my questions. Great work.",0
"Robin, really nice job — the patch was efficient; you helped me understand the edge cases. Keep it up.",0
Your logic is seriously arrogant — this approach is nightmare. You broke the basics. Spare us the attitude.,1
"Robin, truly nice job — the model output was approachable; you clarified the problem. Thanks a ton!",0
"Cameron, nice job — the dataset was practical; you answered all my questions. Solid contribution.",0
"Reese, honestly nice job — your code was convincing; you solved the issue for me. Kudos!",0
Your reply is totally sloppy — the dataset is garbage. You wrecked the basics. Do better.,1
"Skyler, absolutely nice job — the draft was useful; you clarified the problem. Thanks a ton!",0
Your comment is totally toxic — the patch is waste. You broke the basics. Do better.,1
Your code is seriously awful — the function is trainwreck. You overhyped the basics. Read the docs first.,1
Your review is awful — the UI design is garbage. You broke the basics. Stop wasting everyone's time.,1
Your logic is seriously arrogant — the comment is nonsense. You ruined the basics. Try again with some effort.,1
"Alex, seriously nice job — your code was on point; you highlighted the key trade‑offs. Much appreciated.",0
"Alex, really nice job — this pull request was elegant; you clarified the problem. Thanks a ton!",0
"Avery, honestly nice job — the draft was coherent; you highlighted the key trade‑offs. Respect.",0
Your idea is utterly arrogant — this approach is disaster. You missed the basics. Do better.,1
"Alex, genuinely nice job — the timeline was helpful; you saved me a lot of time. I learned a lot.",0
"Quinn, seriously nice job — the timeline was insightful; you solved the issue for me. Great work.",0
Your idea is totally meaningless — the draft is waste. You botched the basics. Do better.,1
"Alex, definitely nice job — this approach was practical; you highlighted the key trade‑offs. Much appreciated.",0
Your logic is completely meaningless — the UI design is mess. You missed the basics. Try again with some effort.,1
"Kendall, absolutely nice job — the roadmap was accurate; you clarified the problem. This is exactly what I needed.",0
Your code is plainly pointless — the comment is trainwreck. You botched the basics. Think before you post.,1
"Alex, definitely nice job — this pull request was balanced; you showed a clean solution. This really helps.",0
Your review is totally nasty — the roadmap is disaster. You broke the basics. Spare us the attitude.,1
"Morgan, really nice job — your code was clear; you made the idea easy to follow. Solid contribution.",0
"Hunter, honestly nice job — the comment was thorough; you made the idea easy to follow. Much appreciated.",0
"Robin, definitely nice job — the dataset was coherent; you guided me through the steps. Much appreciated.",0
"Hunter, genuinely nice job — the comment was friendly; you guided me through the steps. Much appreciated.",0
"Jordan, genuinely nice job — the roadmap was concise; you helped me understand the edge cases. Much appreciated.",0
"Hunter, seriously nice job — the model output was on point; you answered all my questions. Respect.",0
You is utterly rude — the experiment is mess. You butchered the basics. Stop wasting everyone's time.,1
Your comment is completely terrible — the meeting summary is disaster. You overcomplicated the basics. Read the docs first.,1
Your take is utterly useless — this pull request is nightmare. You overcomplicated the basics. Stop wasting everyone's time.,1
You is utterly useless — your argument is failure. You misread the basics. This is not acceptable.,1
Your take is seriously arrogant — the tutorial is mess. You overcomplicated the basics. Spare us the attitude.,1
"Sam, absolutely nice job — the UI design was on point; you showed a clean solution. Much appreciated.",0
Your logic is completely hostile — the experiment is trash. You skipped the basics. This is not acceptable.,1
Your take is completely pathetic — the dataset is nonsense. You butchered the basics. Read the docs first.,1
"Avery, truly nice job — the benchmark was practical; you made the idea easy to follow. Keep it up.",0
"Quinn, definitely nice job — the article was reliable; you highlighted the key trade‑offs. This really helps.",0
Your take is totally noisy — this approach is trainwreck. You butchered the basics. Stop wasting everyone's time.,1
Your logic is toxic — your code is joke. You skipped the basics. Try again with some effort.,1
"Taylor, honestly nice job — this pull request was thoughtful; you guided me through the steps. Respect.",0
Your logic is rude — the roadmap is waste. You skipped the basics. This is not acceptable.,1
Your logic is ridiculous — the article is mistake. You butchered the basics. Stop wasting everyone's time.,1
"Quinn, truly nice job — the API response was convincing; you made the idea easy to follow. This is exactly what I needed.",0
Your example is completely nasty — this approach is failure. You ruined the basics. Think before you post.,1
"Quinn, really nice job — the tutorial was accurate; you clarified the problem. Much appreciated.",0
"Skyler, seriously nice job — the benchmark was concise; you improved the results. This really helps.",0
"Riley, nice job — this approach was convincing; you saved me a lot of time. Thanks a ton!",0
Your reply is seriously ridiculous — your argument is blunder. You downgraded the basics. Read the docs first.,1
"Chris, genuinely nice job — this approach was accurate; you made the idea easy to follow. Great work.",0
You is completely careless — this approach is joke. You derailed the basics. This is not acceptable.,1
Your take is absolutely annoying — the roadmap is mistake. You messed up the basics. Do better.,1
"Drew, genuinely nice job — this approach was balanced; you helped me understand the edge cases. Great work.",0
"Riley, genuinely nice job — the meeting summary was convincing; you showed a clean solution. Solid contribution.",0
Your reply is plainly nasty — the model output is joke. You wrecked the basics. Do better.,1
Your idea is plainly weak — the experiment is mistake. You ignored the basics. Spare us the attitude.,1
"Reese, seriously nice job — your argument was helpful; you solved the issue for me. This really helps.",0
"Robin, seriously nice job — your argument was approachable; you solved the issue for me. This is exactly what I needed.",0
"Quinn, nice job — this pull request was clear; you helped me understand the edge cases. Kudos!",0
"Jamie, nice job — the tutorial was clear; you answered all my questions. Much appreciated.",0
"Parker, honestly nice job — the roadmap was efficient; you made the idea easy to follow. This is exactly what I needed.",0
Your reply is utterly terrible — your code is mess. You missed the basics. Think before you post.,1
"Drew, nice job — this approach was insightful; you highlighted the key trade‑offs. Much appreciated.",0
Your reply is absolutely meaningless — the API response is blunder. You twisted the basics. Fix it or step aside.,1
Your code is sloppy — the roadmap is garbage. You missed the basics. This is not acceptable.,1
"Alex, seriously nice job — the timeline was balanced; you answered all my questions. This is exactly what I needed.",0
Your take is absolutely pointless — your argument is failure. You derailed the basics. Try again with some effort.,1
Your example is seriously pathetic — the function is trash. You downgraded the basics. Do better.,1
Your example is absolutely annoying — the meeting summary is waste. You ignored the basics. Do better.,1
Your idea is totally arrogant — the timeline is nonsense. You skipped the basics. Fix it or step aside.,1
"Robin, truly nice job — the dataset was well explained; you guided me through the steps. Great work.",0
"Rowan, definitely nice job — the function was well structured; you clarified the problem. Great work.",0
Your comment is seriously hostile — the benchmark is trash. You overcomplicated the basics. Read the docs first.,1
Your code is totally hostile — the benchmark is trash. You downgraded the basics. Try again with some effort.,1
You is plainly useless — your code is blunder. You missed the basics. Try again with some effort.,1
Your review is totally ridiculous — the function is blunder. You ignored the basics. Spare us the attitude.,1
"Jamie, absolutely nice job — the dataset was helpful; you highlighted the key trade‑offs. This really helps.",0
Your code is pathetic — the function is trainwreck. You missed the basics. Read the docs first.,1
"Sam, nice job — the function was helpful; you showed a clean solution. Respect.",0
"Jordan, honestly nice job — the article was on point; you clarified the problem. This really helps.",0
"Reese, nice job — your argument was thoughtful; you showed a clean solution. This really helps.",0
Your take is confusing — this approach is nightmare. You broke the basics. Fix it or step aside.,1
Your review is completely annoying — the dataset is failure. You wrecked the basics. This is not acceptable.,1
"Taylor, truly nice job — the function was convincing; you saved me a lot of time. Keep it up.",0
"Avery, honestly nice job — the model output was concise; you made the idea easy to follow. Much appreciated.",0
"Robin, absolutely nice job — the timeline was on point; you showed a clean solution. Respect.",0
Your review is totally toxic — the benchmark is trainwreck. You overcomplicated the basics. Spare us the attitude.,1
Your idea is careless — this approach is trainwreck. You twisted the basics. Fix it or step aside.,1
Your comment is utterly toxic — this pull request is embarrassment. You overhyped the basics. This is not acceptable.,1
You is lazy — the meeting summary is nightmare. You skipped the basics. Spare us the attitude.,1
"Drew, really nice job — the tutorial was well structured; you solved the issue for me. This really helps.",0
Your take is totally lazy — the draft is trash. You overhyped the basics. This is not acceptable.,1
Your reply is seriously hostile — the function is failure. You ruined the basics. Fix it or step aside.,1
Your code is seriously meaningless — the patch is trainwreck. You butchered the basics. Try again with some effort.,1
Your reply is absolutely lazy — the dataset is waste. You botched the basics. Fix it or step aside.,1
Your logic is totally rude — the comment is trash. You overhyped the basics. Think before you post.,1
"Morgan, absolutely nice job — the dataset was accurate; you answered all my questions. Thanks a ton!",0
Your idea is plainly pathetic — your argument is nightmare. You botched the basics. Try again with some effort.,1
Your logic is utterly useless — the function is embarrassment. You botched the basics. Stop wasting everyone's time.,1
Your take is utterly hostile — the draft is nightmare. You overcomplicated the basics. Try again with some effort.,1
Your plan is seriously lazy — the tutorial is nightmare. You ignored the basics. This is not acceptable.,1
"Avery, seriously nice job — the benchmark was well explained; you answered all my questions. Great work.",0
Your review is utterly sloppy — your code is trainwreck. You ruined the basics. Think before you post.,1
"Sam, genuinely nice job — the benchmark was useful; you helped me understand the edge cases. Solid contribution.",0
"Riley, seriously nice job — your code was efficient; you guided me through the steps. Kudos!",0
Your code is completely clueless — the patch is mistake. You derailed the basics. Do better.,1
"Taylor, seriously nice job — your code was thoughtful; you guided me through the steps. Great work.",0
Your code is awful — the API response is mistake. You skipped the basics. Think before you post.,1
Your plan is utterly confusing — this pull request is nonsense. You broke the basics. Spare us the attitude.,1
Your example is completely noisy — this approach is disaster. You overhyped the basics. Stop wasting everyone's time.,1
Your take is utterly rude — the dataset is joke. You ruined the basics. This is not acceptable.,1
Your logic is utterly noisy — the draft is nightmare. You messed up the basics. Spare us the attitude.,1
"Hunter, honestly nice job — the function was balanced; you made the idea easy to follow. Solid contribution.",0
Your comment is absolutely hostile — the roadmap is garbage. You downgraded the basics. This is not acceptable.,1
"Taylor, nice job — this pull request was efficient; you made the idea easy to follow. I learned a lot.",0
"Riley, definitely nice job — the model output was useful; you helped me understand the edge cases. Respect.",0
Your take is totally lazy — the article is embarrassment. You ruined the basics. Stop wasting everyone's time.,1
"Taylor, genuinely nice job — the deployment plan was on point; you clarified the problem. Respect.",0
Your idea is noisy — the experiment is waste. You derailed the basics. This is not acceptable.,1
"Parker, genuinely nice job — the UI design was elegant; you solved the issue for me. Solid contribution.",0
"Hunter, truly nice job — the article was well explained; you made the idea easy to follow. Thanks a ton!",0
"Reese, truly nice job — the experiment was insightful; you highlighted the key trade‑offs. I learned a lot.",0
Your reply is seriously rude — the meeting summary is blunder. You twisted the basics. Do better.,1
"Hunter, truly nice job — the patch was well explained; you clarified the problem. Thanks a ton!",0
"Kendall, seriously nice job — the API response was balanced; you improved the results. Kudos!",0
"Avery, nice job — the draft was convincing; you clarified the problem. I learned a lot.",0
"Quinn, honestly nice job — the article was thorough; you improved the results. Thanks a ton!",0
Your logic is completely useless — the roadmap is joke. You skipped the basics. Spare us the attitude.,1
Your logic is plainly nasty — the UI design is blunder. You misread the basics. Think before you post.,1
"Cameron, genuinely nice job — the model output was balanced; you showed a clean solution. Keep it up.",0
Your example is totally hostile — the patch is trash. You broke the basics. Do better.,1
"Drew, honestly nice job — the patch was thorough; you improved the results. Solid contribution.",0
Your take is totally arrogant — the benchmark is mess. You butchered the basics. Do better.,1
"Jamie, honestly nice job — the article was well structured; you showed a clean solution. Great work.",0
Your idea is seriously rude — the timeline is mess. You ignored the basics. Do better.,1
"Drew, truly nice job — the tutorial was efficient; you clarified the problem. Keep it up.",0
Your example is totally weak — the meeting summary is garbage. You downgraded the basics. Spare us the attitude.,1
You is completely pointless — the benchmark is failure. You overhyped the basics. Stop wasting everyone's time.,1
"Kendall, absolutely nice job — your code was well explained; you guided me through the steps. Kudos!",0
Your review is totally sloppy — the draft is trash. You misread the basics. Read the docs first.,1
Your take is plainly awful — the model output is trainwreck. You missed the basics. Stop wasting everyone's time.,1
"Cameron, definitely nice job — this approach was efficient; you helped me understand the edge cases. Kudos!",0
Your idea is totally arrogant — the dataset is nonsense. You wrecked the basics. Think before you post.,1
"Morgan, truly nice job — the comment was elegant; you highlighted the key trade‑offs. This is exactly what I needed.",0
Your logic is plainly sloppy — the function is embarrassment. You broke the basics. Do better.,1
"Cameron, really nice job — the dataset was well structured; you answered all my questions. Thanks a ton!",0
Your logic is absolutely ridiculous — the comment is blunder. You overhyped the basics. Do better.,1
Your example is seriously annoying — the meeting summary is embarrassment. You misread the basics. Spare us the attitude.,1
Your take is seriously confusing — the model output is trash. You messed up the basics. Fix it or step aside.,1
Your comment is totally terrible — the benchmark is embarrassment. You derailed the basics. Try again with some effort.,1
Your logic is totally clueless — the patch is mistake. You downgraded the basics. Think before you post.,1
Your idea is utterly pointless — the deployment plan is joke. You downgraded the basics. Try again with some effort.,1
"Quinn, really nice job — the article was reliable; you solved the issue for me. Much appreciated.",0
Your logic is plainly pointless — the UI design is disaster. You downgraded the basics. Stop wasting everyone's time.,1
"Drew, honestly nice job — the UI design was coherent; you solved the issue for me. This is exactly what I needed.",0
"Jamie, really nice job — your code was well structured; you guided me through the steps. Respect.",0
"Casey, definitely nice job — the function was reliable; you clarified the problem. I learned a lot.",0
Your take is totally weak — the model output is nightmare. You overcomplicated the basics. Spare us the attitude.,1
Your example is absolutely ridiculous — the article is joke. You botched the basics. Stop wasting everyone's time.,1
"Drew, definitely nice job — the experiment was accurate; you highlighted the key trade‑offs. This really helps.",0
"Parker, seriously nice job — the UI design was clear; you helped me understand the edge cases. Great work.",0
"Skyler, absolutely nice job — this pull request was concise; you answered all my questions. I learned a lot.",0
Your example is totally pathetic — the article is failure. You misread the basics. Do better.,1
Your idea is utterly arrogant — this pull request is trash. You ignored the basics. Spare us the attitude.,1
You is absolutely pathetic — the tutorial is joke. You ignored the basics. This is not acceptable.,1
Your plan is absolutely toxic — the model output is embarrassment. You misread the basics. Do better.,1
"Taylor, absolutely nice job — the meeting summary was reliable; you highlighted the key trade‑offs. Respect.",0
Your code is completely lazy — the dataset is joke. You twisted the basics. This is not acceptable.,1
Your plan is lazy — the deployment plan is embarrassment. You missed the basics. Try again with some effort.,1
"Drew, absolutely nice job — the draft was friendly; you guided me through the steps. I learned a lot.",0
Your take is seriously rude — the timeline is trainwreck. You misread the basics. Think before you post.,1
"Morgan, nice job — the dataset was reliable; you saved me a lot of time. Keep it up.",0
Your review is pointless — the tutorial is trainwreck. You botched the basics. Spare us the attitude.,1
Your plan is seriously weak — the meeting summary is mistake. You missed the basics. Do better.,1
"Parker, absolutely nice job — the UI design was reliable; you saved me a lot of time. Solid contribution.",0
Your plan is absolutely careless — the dataset is mess. You missed the basics. Read the docs first.,1
"Jamie, genuinely nice job — this approach was well structured; you answered all my questions. I learned a lot.",0
Your comment is seriously pointless — the experiment is mistake. You ignored the basics. Fix it or step aside.,1
Your idea is ridiculous — the tutorial is failure. You messed up the basics. Spare us the attitude.,1
"Hunter, really nice job — the benchmark was useful; you highlighted the key trade‑offs. I learned a lot.",0
Your reply is absolutely sloppy — the API response is failure. You downgraded the basics. Fix it or step aside.,1
Your reply is completely pointless — the comment is waste. You ignored the basics. Stop wasting everyone's time.,1
"Chris, absolutely nice job — the draft was thorough; you clarified the problem. Kudos!",0
"Jordan, absolutely nice job — the timeline was balanced; you helped me understand the edge cases. I learned a lot.",0
"Rowan, definitely nice job — the draft was balanced; you helped me understand the edge cases. Respect.",0
Your take is absolutely careless — the article is joke. You botched the basics. Read the docs first.,1
"Casey, genuinely nice job — this approach was on point; you solved the issue for me. Respect.",0
Your plan is absolutely noisy — the tutorial is garbage. You misread the basics. Think before you post.,1
"Casey, nice job — the deployment plan was efficient; you highlighted the key trade‑offs. Much appreciated.",0
You is careless — the roadmap is nonsense. You missed the basics. Spare us the attitude.,1
Your example is careless — the article is joke. You butchered the basics. Read the docs first.,1
"Rowan, honestly nice job — the dataset was practical; you showed a clean solution. I learned a lot.",0
"Robin, definitely nice job — your code was practical; you saved me a lot of time. Keep it up.",0
